"id","expname","subject","ip","condnum","choice","submitted","event","name","value","time"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""onload\",\"body\",\"body\",\"60\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""subject\",\"random\",\"1\",\"67\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""order\",\"col\",\"0_1_2_3\",\"67\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""order\",\"row\",\"1_0_2_3\",\"67\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""events\",\"open_close\",\"1_1\",\"67\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"btn4\",\"Strategie 4\",\"556\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"btn4\",\"Strategie 4\",\"564\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"c3\",\"in\",\"588\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"c3\",\"out\",\"756\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"b3\",\"in\",\"772\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"b3\",\"out\",\"908\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"a3\",\"in\",\"924\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"a3\",\"out\",\"1470\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"a2\",\"in\",\"1470\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b2\",\"\",\"1485\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b2\",\"\",\"1486\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"a2\",\"out\",\"1636\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"a1\",\"in\",\"1644\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b1\",\"\",\"1860\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b1\",\"\",\"1861\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"a1\",\"out\",\"1988\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"a0\",\"in\",\"1996\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b0\",\"\",\"2156\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b0\",\"\",\"2156\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b0\",\"\",\"2461\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b0\",\"\",\"2461\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"a0\",\"out\",\"2556\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"b0\",\"in\",\"2573\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"a0\",\"\",\"2924\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"a0\",\"\",\"2924\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseout\",\"b0\",\"out\",\"3012\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""mouseover\",\"a0\",\"in\",\"3020\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b0\",\"\",\"3205\"
"6","1_4x4_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:18",""click\",\"b0\",\"\",\"3205\"
