"id","expname","subject","ip","condnum","choice","submitted","event","name","value","time"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""onload\",\"body\",\"body\",\"113\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""subject\",\"random\",\"1\",\"126\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""order\",\"col\",\"0_1_2_3_4\",\"126\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""order\",\"row\",\"1_0_2_3_4\",\"126\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""events\",\"open_close\",\"1_1\",\"126\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"btn5\",\"Strategie 5\",\"465\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"btn5\",\"Strategie 5\",\"553\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"e4\",\"in\",\"553\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"e4\",\"out\",\"573\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"d4\",\"in\",\"573\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"d4\",\"out\",\"577\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"d3\",\"in\",\"585\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"d3\",\"out\",\"592\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"c2\",\"in\",\"600\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"c2\",\"out\",\"617\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"c1\",\"in\",\"618\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"c1\",\"out\",\"625\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"b1\",\"in\",\"633\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"b1\",\"out\",\"649\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"b0\",\"in\",\"649\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"b0\",\"out\",\"920\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"a0\",\"in\",\"953\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b0\",\"\",\"1225\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b0\",\"\",\"1225\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"a0\",\"out\",\"1457\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"a1\",\"in\",\"1497\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b1\",\"\",\"1658\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b1\",\"\",\"1658\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"a1\",\"out\",\"1761\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"a2\",\"in\",\"1762\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b2\",\"\",\"2017\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b2\",\"\",\"2018\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"a2\",\"out\",\"2113\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"a3\",\"in\",\"2121\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b3\",\"\",\"2337\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b3\",\"\",\"2338\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"a3\",\"out\",\"2433\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseover\",\"a4\",\"in\",\"2441\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b4\",\"\",\"2641\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""click\",\"b4\",\"\",\"2642\"
"7","1_5x5_2.php","R2","85.179.168.233","-1","","2014-01-05 15:44:31",""mouseout\",\"a4\",\"out\",\"2753\"
